task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
Epigenomics_fast_t041,C2-node1,worker-c2-1,1774180427230,1774180427414,0.184
Epigenomics_fast_t042,C1-node2,worker-c1-2,1774180422925,1774180423072,0.147
Epigenomics_fast_t040,C1-node1,worker-c1-1,1774180442915,1774180443109,0.194
Epigenomics_fast_t045,C1-node1,worker-c1-1,1774180580491,1774180580632,0.141
Epigenomics_fast_t046,C2-node1,worker-c2-1,1774180547358,1774180547510,0.152
Epigenomics_fast_t043,C1-node2,worker-c1-2,1774180614063,1774180614251,0.188
Epigenomics_fast_t044,C3-node2,worker-c3-2,1774180534757,1774180534896,0.139
Epigenomics_fast_t049,C1-node2,worker-c1-2,1774180568990,1774180569153,0.163
Epigenomics_fast_t047,C3-node1,worker-c3-1,1774180573086,1774180573271,0.185
Epigenomics_fast_t048,C1-node1,worker-c1-1,1774180563838,1774180563968,0.130
Epigenomics_fast_t030,C2-node1,worker-c2-1,1774180286784,1774180287027,0.243
Epigenomics_fast_t031,C3-node1,worker-c3-1,1774180343496,1774180343710,0.214
Epigenomics_fast_t034,C2-node1,worker-c2-1,1774180499239,1774180499391,0.152
Epigenomics_fast_t035,C2-node1,worker-c2-1,1774180468829,1774180468955,0.126
Epigenomics_fast_t032,C2-node2,worker-c2-2,1774180425439,1774180425591,0.152
Epigenomics_fast_t033,C3-node2,worker-c3-2,1774180471156,1774180471278,0.122
Epigenomics_fast_t038,C1-node2,worker-c1-2,1774180495654,1774180495805,0.151
Epigenomics_fast_t039,C4-node1,worker-c4-1,1774180462166,1774180462470,0.304
Epigenomics_fast_t036,C1-node2,worker-c1-2,1774180515990,1774180516165,0.175
Epigenomics_fast_t037,C3-node1,worker-c3-1,1774180443982,1774180444188,0.206
Epigenomics_fast_t060,C3-node1,worker-c3-1,1774180690411,1774180690555,0.144
Epigenomics_fast_t063,C1-node2,worker-c1-2,1774180623440,1774180623592,0.152
Epigenomics_fast_t064,C2-node1,worker-c2-1,1774180785502,1774180785655,0.153
Epigenomics_fast_t061,C1-node2,worker-c1-2,1774180660733,1774180660919,0.186
Epigenomics_fast_t062,C3-node2,worker-c3-2,1774180683166,1774180683413,0.247
Epigenomics_fast_t067,C1-node2,worker-c1-2,1774180769427,1774180769574,0.147
Epigenomics_fast_t100,C1-node1,worker-c1-1,1774181063953,1774181064100,0.147
Epigenomics_fast_t068,C1-node2,worker-c1-2,1774180792532,1774180792679,0.147
Epigenomics_fast_t065,C2-node1,worker-c2-1,1774180741085,1774180741227,0.142
Epigenomics_fast_t066,C1-node2,worker-c1-2,1774180724369,1774180724526,0.157
Epigenomics_fast_t069,C2-node1,worker-c2-1,1774180780428,1774180780593,0.165
Epigenomics_fast_t052,C3-node2,worker-c3-2,1774180659229,1774180659475,0.246
Epigenomics_fast_t053,C1-node1,worker-c1-1,1774180680337,1774180680481,0.144
Epigenomics_fast_t050,C2-node2,worker-c2-2,1774180597936,1774180598075,0.139
Epigenomics_fast_t051,C3-node2,worker-c3-2,1774180606576,1774180606776,0.200
Epigenomics_fast_t056,C3-node1,worker-c3-1,1774180682262,1774180682483,0.221
Epigenomics_fast_t057,C2-node2,worker-c2-2,1774180614481,1774180614613,0.132
Epigenomics_fast_t054,C1-node2,worker-c1-2,1774180638738,1774180638892,0.154
Epigenomics_fast_t055,C1-node1,worker-c1-1,1774180646421,1774180646656,0.235
Epigenomics_fast_t058,C1-node1,worker-c1-1,1774180614255,1774180614480,0.225
Epigenomics_fast_t059,C3-node1,worker-c3-1,1774180706819,1774180706982,0.163
Epigenomics_fast_t009,C3-node1,worker-c3-1,1774180166391,1774180166608,0.217
Epigenomics_fast_t007,C4-node1,worker-c4-1,1774180166203,1774180166482,0.279
Epigenomics_fast_t008,C1-node1,worker-c1-1,1774180166387,1774180166510,0.123
Epigenomics_fast_t081,C1-node1,worker-c1-1,1774180855686,1774180855831,0.145
Epigenomics_fast_t082,C2-node2,worker-c2-2,1774180862621,1774180862759,0.138
Epigenomics_fast_t080,C1-node1,worker-c1-1,1774180840466,1774180840612,0.146
Epigenomics_fast_t085,C2-node2,worker-c2-2,1774180965779,1774180965903,0.124
Epigenomics_fast_t086,C3-node2,worker-c3-2,1774180955924,1774180956106,0.182
Epigenomics_fast_t083,C4-node1,worker-c4-1,1774180914376,1774180914984,0.608
Epigenomics_fast_t084,C1-node1,worker-c1-1,1774180973509,1774180973720,0.211
Epigenomics_fast_t001,C2-node2,worker-c2-2,1774180166198,1774180166390,0.192
Epigenomics_fast_t089,C2-node1,worker-c2-1,1774180914988,1774180915173,0.185
Epigenomics_fast_t002,C2-node1,worker-c2-1,1774180166199,1774180166386,0.187
Epigenomics_fast_t087,C1-node2,worker-c1-2,1774180961088,1774180961263,0.175
Epigenomics_fast_t088,C1-node2,worker-c1-2,1774180940578,1774180940727,0.149
Epigenomics_fast_t005,C1-node2,worker-c1-2,1774180166201,1774180166392,0.191
Epigenomics_fast_t006,C2-node2,worker-c2-2,1774180166202,1774180166398,0.196
Epigenomics_fast_t003,C3-node2,worker-c3-2,1774180166200,1774180166400,0.200
Epigenomics_fast_t004,C1-node1,worker-c1-1,1774180166200,1774180166395,0.195
Epigenomics_fast_t070,C1-node1,worker-c1-1,1774180706983,1774180707164,0.181
Epigenomics_fast_t071,C2-node2,worker-c2-2,1774180706984,1774180707172,0.188
Epigenomics_fast_t074,C2-node1,worker-c2-1,1774180792680,1774180792955,0.275
Epigenomics_fast_t075,C1-node1,worker-c1-1,1774180837457,1774180837696,0.239
Epigenomics_fast_t072,C3-node2,worker-c3-2,1774180770169,1774180770376,0.207
Epigenomics_fast_t073,C2-node1,worker-c2-1,1774180782589,1774180782734,0.145
Epigenomics_fast_t078,C1-node1,worker-c1-1,1774180869135,1774180869263,0.128
Epigenomics_fast_t079,C3-node1,worker-c3-1,1774180842504,1774180842660,0.156
Epigenomics_fast_t076,C2-node1,worker-c2-1,1774180836683,1774180836820,0.137
Epigenomics_fast_t077,C3-node2,worker-c3-2,1774180816321,1774180816464,0.143
Epigenomics_fast_t029,C1-node1,worker-c1-1,1774180353677,1774180353820,0.143
Epigenomics_fast_t020,C4-node1,worker-c4-1,1774180212481,1774180212872,0.391
Epigenomics_fast_t023,C2-node2,worker-c2-2,1774180350504,1774180350656,0.152
Epigenomics_fast_t024,C1-node1,worker-c1-1,1774180334446,1774180334594,0.148
Epigenomics_fast_t021,C2-node2,worker-c2-2,1774180354933,1774180355063,0.130
Epigenomics_fast_t022,C2-node2,worker-c2-2,1774180324000,1774180324168,0.168
Epigenomics_fast_t027,C1-node2,worker-c1-2,1774180316056,1774180316301,0.245
Epigenomics_fast_t028,C1-node1,worker-c1-1,1774180309773,1774180309914,0.141
Epigenomics_fast_t025,C2-node1,worker-c2-1,1774180378914,1774180379066,0.152
Epigenomics_fast_t026,C2-node2,worker-c2-2,1774180319242,1774180319394,0.152
Epigenomics_fast_t018,C3-node2,worker-c3-2,1774180193789,1774180194138,0.349
Epigenomics_fast_t019,C2-node1,worker-c2-1,1774180219950,1774180220089,0.139
Epigenomics_fast_t092,C2-node2,worker-c2-2,1774180957348,1774180957501,0.153
Epigenomics_fast_t093,C1-node1,worker-c1-1,1774180970202,1774180970344,0.142
Epigenomics_fast_t090,C3-node1,worker-c3-1,1774180961990,1774180962164,0.174
Epigenomics_fast_t091,C2-node2,worker-c2-2,1774180931448,1774180931674,0.226
Epigenomics_fast_t096,C1-node2,worker-c1-2,1774181005585,1774181005760,0.175
Epigenomics_fast_t097,C1-node1,worker-c1-1,1774181023714,1774181023870,0.156
Epigenomics_fast_t094,C3-node1,worker-c3-1,1774181031718,1774181032943,1.225
Epigenomics_fast_t095,C2-node2,worker-c2-2,1774181015462,1774181015602,0.140
Epigenomics_fast_t012,C2-node1,worker-c2-1,1774180205867,1774180206021,0.154
Epigenomics_fast_t013,C2-node2,worker-c2-2,1774180166612,1774180166811,0.199
Epigenomics_fast_t010,C1-node1,worker-c1-1,1774180196938,1774180197098,0.160
Epigenomics_fast_t098,C1-node2,worker-c1-2,1774181011522,1774181011668,0.146
Epigenomics_fast_t011,C2-node1,worker-c2-1,1774180214003,1774180214209,0.206
Epigenomics_fast_t099,C2-node2,worker-c2-2,1774181078595,1774181078803,0.208
Epigenomics_fast_t016,C1-node2,worker-c1-2,1774180228102,1774180228259,0.157
Epigenomics_fast_t017,C1-node1,worker-c1-1,1774180233313,1774180233457,0.144
Epigenomics_fast_t014,C1-node2,worker-c1-2,1774180233715,1774180233860,0.145
Epigenomics_fast_t015,C3-node1,worker-c3-1,1774180260807,1774180261024,0.217
