task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
Epigenomics_fast_t041,C2-node1,worker-c2-1,1774182240491,1774182240647,0.156
Epigenomics_fast_t042,C1-node1,worker-c1-1,1774182272424,1774182272593,0.169
Epigenomics_fast_t040,C1-node2,worker-c1-2,1774182193995,1774182194318,0.323
Epigenomics_fast_t045,C1-node3,worker-c1-3,1774182367350,1774182367506,0.156
Epigenomics_fast_t046,C1-node1,worker-c1-1,1774182370469,1774182370628,0.159
Epigenomics_fast_t043,C3-node1,worker-c3-1,1774182401503,1774182401715,0.212
Epigenomics_fast_t044,C1-node2,worker-c1-2,1774182304174,1774182304407,0.233
Epigenomics_fast_t049,C1-node3,worker-c1-3,1774182333358,1774182333647,0.289
Epigenomics_fast_t047,C3-node2,worker-c3-2,1774182361946,1774182362158,0.212
Epigenomics_fast_t048,C1-node1,worker-c1-1,1774182324976,1774182325163,0.187
Epigenomics_fast_t030,C1-node2,worker-c1-2,1774182144157,1774182144295,0.138
Epigenomics_fast_t031,C1-node2,worker-c1-2,1774182157826,1774182157964,0.138
Epigenomics_fast_t034,C3-node3,worker-c3-3,1774182268732,1774182268917,0.185
Epigenomics_fast_t035,C1-node3,worker-c1-3,1774182228610,1774182229725,1.115
Epigenomics_fast_t032,C1-node2,worker-c1-2,1774182304020,1774182304173,0.153
Epigenomics_fast_t033,C2-node1,worker-c2-1,1774182284377,1774182284503,0.126
Epigenomics_fast_t038,C2-node2,worker-c2-2,1774182267061,1774182267219,0.158
Epigenomics_fast_t039,C4-node1,worker-c4-1,1774182272702,1774182273098,0.396
Epigenomics_fast_t036,C1-node1,worker-c1-1,1774182277803,1774182277938,0.135
Epigenomics_fast_t037,C3-node3,worker-c3-3,1774182255410,1774182255601,0.191
Epigenomics_fast_t060,C3-node3,worker-c3-3,1774182470073,1774182470187,0.114
Epigenomics_fast_t063,C1-node1,worker-c1-1,1774182413428,1774182413812,0.384
Epigenomics_fast_t064,C1-node2,worker-c1-2,1774182538229,1774182538427,0.198
Epigenomics_fast_t061,C4-node2,worker-c4-2,1774182413813,1774182414165,0.352
Epigenomics_fast_t062,C2-node1,worker-c2-1,1774182434553,1774182434695,0.142
Epigenomics_fast_t067,C1-node3,worker-c1-3,1774182545060,1774182545214,0.154
Epigenomics_fast_t100,C1-node1,worker-c1-1,1774182856451,1774182856632,0.181
Epigenomics_fast_t068,C1-node2,worker-c1-2,1774182568340,1774182568478,0.138
Epigenomics_fast_t065,C3-node1,worker-c3-1,1774182489515,1774182489697,0.182
Epigenomics_fast_t066,C1-node2,worker-c1-2,1774182508830,1774182509003,0.173
