task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
prepare,C1-node1,worker-c1-1,1774258658092,1774258658279,0.187
autodock026,C1-node2,worker-c1-2,1774258660644,1774258660809,0.165
autodock027,C1-node3,worker-c1-3,1774258660652,1774258660819,0.167
autodock024,C2-node4,worker-c2-4,1774258661155,1774258661483,0.328
autodock025,C1-node1,worker-c1-1,1774258660012,1774258660190,0.178
autodock028,C1-node4,worker-c1-4,1774258660762,1774258660932,0.170
autodock029,C1-node1,worker-c1-1,1774258660152,1774258660369,0.217
autodock022,C2-node2,worker-c2-2,1774258661102,1774258661453,0.351
autodock023,C2-node3,worker-c2-3,1774258661103,1774258661453,0.350
autodock020,C3-node4,worker-c3-4,1774258660764,1774258661055,0.291
autodock021,C2-node1,worker-c2-1,1774258660877,1774258661225,0.348
autodock037,C1-node1,worker-c1-1,1774258660820,1774258660968,0.148
autodock038,C1-node2,worker-c1-2,1774258661466,1774258661615,0.149
autodock035,C2-node3,worker-c2-3,1774258661625,1774258661913,0.288
autodock036,C2-node4,worker-c2-4,1774258661669,1774258661944,0.275
autodock039,C1-node3,worker-c1-3,1774258661524,1774258661687,0.163
autodock030,C1-node2,worker-c1-2,1774258660811,1774258660968,0.157
autodock033,C2-node1,worker-c2-1,1774258661377,1774258661651,0.274
autodock034,C2-node2,worker-c2-2,1774258661546,1774258661837,0.291
autodock031,C1-node3,worker-c1-3,1774258660826,1774258660973,0.147
autodock032,C1-node4,worker-c1-4,1774258660843,1774258660993,0.150
autodock004,C1-node4,worker-c1-4,1774258659779,1774258659991,0.212
autodock005,C2-node1,worker-c2-1,1774258659843,1774258660149,0.306
autodock002,C1-node2,worker-c1-2,1774258659676,1774258659884,0.208
autodock003,C1-node3,worker-c1-3,1774258659759,1774258659952,0.193
autodock008,C2-node4,worker-c2-4,1774258659845,1774258660149,0.304
autodock009,C1-node1,worker-c1-1,1774258658486,1774258659091,0.605
autodock006,C2-node2,worker-c2-2,1774258659937,1774258660225,0.288
autodock007,C2-node3,worker-c2-3,1774258659935,1774258660227,0.292
autodock084,C1-node1,worker-c1-1,1774258663665,1774258663813,0.148
autodock085,C1-node2,worker-c1-2,1774258664171,1774258664326,0.155
autodock082,C2-node3,worker-c2-3,1774258664670,1774258664981,0.311
autodock083,C2-node4,worker-c2-4,1774258664537,1774258664951,0.414
autodock088,C1-node1,worker-c1-1,1774258663814,1774258663958,0.144
autodock001,C1-node1,worker-c1-1,1774258658477,1774258658890,0.413
autodock089,C1-node2,worker-c1-2,1774258664359,1774258664516,0.157
autodock086,C1-node3,worker-c1-3,1774258664262,1774258664429,0.167
autodock087,C1-node4,worker-c1-4,1774258664266,1774258664438,0.172
autodock080,C2-node1,worker-c2-1,1774258664136,1774258664459,0.323
autodock081,C2-node2,worker-c2-2,1774258664291,1774258664617,0.326
autodock015,C1-node3,worker-c1-3,1774258659769,1774258659981,0.212
autodock016,C1-node4,worker-c1-4,1774258659867,1774258660052,0.185
autodock013,C1-node1,worker-c1-1,1774258658483,1774258658987,0.504
autodock014,C1-node2,worker-c1-2,1774258659746,1774258659951,0.205
autodock019,C3-node3,worker-c3-3,1774258660687,1774258661054,0.367
autodock017,C3-node1,worker-c3-1,1774258660273,1774258660748,0.475
autodock018,C3-node2,worker-c3-2,1774258660059,1774258660455,0.396
autodock095,C2-node4,worker-c2-4,1774258665185,1774258665502,0.317
autodock096,C1-node1,worker-c1-1,1774258664260,1774258664417,0.157
autodock093,C2-node2,worker-c2-2,1774258665161,1774258665522,0.361
autodock094,C2-node3,worker-c2-3,1774258665203,1774258665514,0.311
autodock011,C1-node3,worker-c1-3,1774258659847,1774258660036,0.189
autodock099,C1-node4,worker-c1-4,1774258664884,1774258665014,0.130
autodock012,C1-node4,worker-c1-4,1774258659774,1774258659991,0.217
autodock097,C1-node2,worker-c1-2,1774258664785,1774258664921,0.136
autodock010,C1-node2,worker-c1-2,1774258659804,1774258660010,0.206
autodock098,C1-node3,worker-c1-3,1774258664891,1774258665015,0.124
autodock091,C1-node4,worker-c1-4,1774258664480,1774258664625,0.145
autodock092,C2-node1,worker-c2-1,1774258664921,1774258665204,0.283
autodock090,C1-node3,worker-c1-3,1774258664473,1774258664617,0.144
autodock068,C1-node1,worker-c1-1,1774258662743,1774258662879,0.136
autodock069,C1-node2,worker-c1-2,1774258663273,1774258663440,0.167
autodock062,C1-node3,worker-c1-3,1774258662913,1774258663054,0.141
autodock063,C1-node4,worker-c1-4,1774258662950,1774258663093,0.143
autodock060,C1-node1,worker-c1-1,1774258661946,1774258662095,0.149
autodock061,C1-node2,worker-c1-2,1774258662558,1774258662706,0.148
autodock066,C2-node3,worker-c2-3,1774258663556,1774258663906,0.350
autodock067,C2-node4,worker-c2-4,1774258663654,1774258663936,0.282
autodock100,C1-node1,worker-c1-1,1774258664440,1774258664587,0.147
autodock064,C2-node1,worker-c2-1,1774258663466,1774258663753,0.287
autodock065,C2-node2,worker-c2-2,1774258663526,1774258663851,0.325
autodock079,C3-node4,worker-c3-4,1774258663968,1774258664258,0.290
autodock073,C1-node2,worker-c1-2,1774258663500,1774258663664,0.164
autodock074,C1-node3,worker-c1-3,1774258663532,1774258663680,0.148
autodock071,C1-node4,worker-c1-4,1774258663461,1774258663602,0.141
autodock072,C1-node1,worker-c1-1,1774258662945,1774258663092,0.147
autodock077,C3-node2,worker-c3-2,1774258663938,1774258664258,0.320
autodock078,C3-node3,worker-c3-3,1774258663984,1774258664258,0.274
autodock075,C1-node4,worker-c1-4,1774258663588,1774258663742,0.154
autodock076,C3-node1,worker-c3-1,1774258663891,1774258664242,0.351
autogrid,C1-node1,worker-c1-1,1774258658282,1774258658475,0.193
autodock070,C1-node3,worker-c1-3,1774258663454,1774258663593,0.139
autodock048,C3-node1,worker-c3-1,1774258662251,1774258662741,0.490
autodock049,C3-node2,worker-c3-2,1774258662252,1774258662652,0.400
