task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
Epigenomics_fast_t041,C1-node4,worker-c1-4,1774176108284,1774176108494,0.210
Epigenomics_fast_t042,C1-node2,worker-c1-2,1774176106844,1774176106976,0.132
Epigenomics_fast_t040,C1-node3,worker-c1-3,1774176074367,1774176074533,0.166
Epigenomics_fast_t045,C1-node3,worker-c1-3,1774176242247,1774176242382,0.135
Epigenomics_fast_t046,C1-node3,worker-c1-3,1774176223006,1774176223143,0.137
Epigenomics_fast_t043,C1-node7,worker-c1-7,1774176273532,1774176273720,0.188
Epigenomics_fast_t044,C1-node5,worker-c1-5,1774176198338,1774176198767,0.429
Epigenomics_fast_t049,C1-node1,worker-c1-1,1774176235404,1774176235544,0.140
Epigenomics_fast_t047,C1-node6,worker-c1-6,1774176238355,1774176238482,0.127
Epigenomics_fast_t048,C1-node2,worker-c1-2,1774176204126,1774176204275,0.149
Epigenomics_fast_t030,C2-node4,worker-c2-4,1774176043504,1774176043630,0.126
Epigenomics_fast_t031,C1-node6,worker-c1-6,1774176040521,1774176040659,0.138
Epigenomics_fast_t034,C2-node1,worker-c2-1,1774176172588,1774176172725,0.137
Epigenomics_fast_t035,C1-node4,worker-c1-4,1774176075547,1774176075672,0.125
Epigenomics_fast_t032,C1-node5,worker-c1-5,1774176176442,1774176176606,0.164
Epigenomics_fast_t033,C1-node7,worker-c1-7,1774176049984,1774176050121,0.137
Epigenomics_fast_t038,C1-node7,worker-c1-7,1774176166365,1774176166516,0.151
Epigenomics_fast_t039,C2-node2,worker-c2-2,1774176140822,1774176140958,0.136
Epigenomics_fast_t036,C1-node1,worker-c1-1,1774176146872,1774176147005,0.133
Epigenomics_fast_t037,C1-node6,worker-c1-6,1774176119559,1774176119717,0.158
Epigenomics_fast_t060,C2-node2,worker-c2-2,1774176339857,1774176339966,0.109
Epigenomics_fast_t063,C1-node6,worker-c1-6,1774176273722,1774176273885,0.163
Epigenomics_fast_t064,C1-node1,worker-c1-1,1774176430023,1774176430160,0.137
Epigenomics_fast_t061,C2-node5,worker-c2-5,1774176288831,1774176288985,0.154
Epigenomics_fast_t062,C1-node7,worker-c1-7,1774176331978,1774176332169,0.191
Epigenomics_fast_t067,C1-node6,worker-c1-6,1774176423455,1774176423639,0.184
Epigenomics_fast_t100,C1-node1,worker-c1-1,1774176733161,1774176733289,0.128
Epigenomics_fast_t068,C1-node4,worker-c1-4,1774176447778,1774176447941,0.163
Epigenomics_fast_t065,C2-node1,worker-c2-1,1774176400404,1774176400535,0.131
Epigenomics_fast_t066,C1-node4,worker-c1-4,1774176358804,1774176358985,0.181
Epigenomics_fast_t069,C2-node2,worker-c2-2,1774176428888,1774176429033,0.145
Epigenomics_fast_t052,C2-node4,worker-c2-4,1774176306517,1774176306652,0.135
Epigenomics_fast_t053,C1-node3,worker-c1-3,1774176324480,1774176324631,0.151
Epigenomics_fast_t050,C1-node6,worker-c1-6,1774176258373,1774176258497,0.124
Epigenomics_fast_t051,C1-node5,worker-c1-5,1774176260405,1774176260546,0.141
Epigenomics_fast_t056,C2-node3,worker-c2-3,1774176333956,1774176334109,0.153
Epigenomics_fast_t057,C1-node4,worker-c1-4,1774176285610,1774176285745,0.135
Epigenomics_fast_t054,C1-node2,worker-c1-2,1774176273726,1774176273955,0.229
Epigenomics_fast_t055,C1-node1,worker-c1-1,1774176273723,1774176273912,0.189
Epigenomics_fast_t058,C1-node5,worker-c1-5,1774176288080,1774176288207,0.127
Epigenomics_fast_t059,C1-node7,worker-c1-7,1774176358652,1774176358802,0.150
Epigenomics_fast_t009,C1-node6,worker-c1-6,1774175873411,1774175873651,0.240
Epigenomics_fast_t007,C2-node1,worker-c2-1,1774175873413,1774175873687,0.274
Epigenomics_fast_t008,C2-node2,worker-c2-2,1774175873408,1774175873638,0.230
